"FoodID","FoodCode","FoodDescription","FoodGroupID"
"940","940","Soup, chicken vegetable, canned, condensed","6"
"944","944","Soup, broth (consomme), beef, canned, condensed","6"
"945","945","Soup, lentil with bacon, ready-to-serve","6"
"946","946","Soup, minestrone, ready-to-serve","6"
"947","947","Soup, minestrone, canned, condensed","6"
"948","948","Soup, mushroom barley, canned, condensed","6"
"949","949","Soup, cream, mushroom, canned, condensed","6"
"950","950","Soup, onion, canned, condensed","6"
"951","951","Soup, cream, onion, canned, condensed","6"
"953","953","Soup, cream, potato, canned, condensed","6"
"954","954","Soup, scotch broth, canned, condensed","6"
"957","957","Soup, tomato rice, canned, condensed","6"
"958","958","Soup, turkey, ready-to-serve","6"
"961","961","Soup, mixed vegetable (with pasta), ready-to-serve","6"
"963","963","Soup, beef and vegetable, ready-to-serve","6"
"964","964","Soup, vegetable with beef broth, canned, condensed","6"
"965","965","Soup, cream, asparagus, dehydrated","6"
"966","966","Soup, bean with bacon, dehydrated","6"
"967","967","Soup, broth, beef, dehydrated","6"
"968","968","Soup, broth, beef, cubed, dehydrated","6"
"969","969","Soup, beef noodle, dehydrated","6"
"970","970","Soup, cauliflower, dehydrated","6"
"971","971","Soup, cream, celery, dehydrated","6"
"972","972","Soup, broth, chicken, dehydrated","6"
"973","973","Soup, broth, chicken, cubed, dehydrated","6"
"974","974","Soup, cream, chicken, dehydrated","6"
"975","975","Soup, chicken rice, dehydrated","6"
"976","976","Soup, chicken vegetable, dehydrated","6"
"979","979","Soup, consomme, dehydrated","6"
"980","980","Soup, leek, dehydrated","6"
"981","981","Soup, minestrone, dehydrated","6"
"982","982","Soup, mushroom, dehydrated","6"
"983","983","Soup, oxtail, dehydrated","6"
"984","984","Soup, pea, green or split, dehydrated","6"
"985","985","Soup, tomato, dehydrated","6"
"986","986","Soup, tomato vegetable, dehydrated","6"
"987","987","Soup, vegetable beef, dehydrated","6"
"988","988","Soup, cream, vegetable, dehydrated","6"
"994","994","Sauce, Stroganoff, dehydrated","6"
"997","997","Sauce, teriyaki, ready-to-serve","6"
"999","999","Gravy, au jus, canned","6"
"1000","1000","Gravy, au jus, dehydrated","6"
"1001","1001","Gravy, beef, canned","6"
"1002","1002","Gravy, beef, dehydrated","6"
"1003","1003","Gravy, chicken, canned","6"
"1004","1004","Gravy, chicken, dehydrated","6"
"1005","1005","Gravy, mushroom, canned","6"
"1006","1006","Gravy, mushroom, dehydrated","6"
"1007","1007","Gravy, onion, dehydrated","6"
"1008","1008","Gravy, pork, dehydrated","6"
"1009","1009","Gravy, turkey, canned","6"
"1010","1010","Gravy, turkey, dehydrated","6"
"1011","1011","Gravy, unspecified, dehydrated","6"
"1012","1012","Soup, chicken noodle, dehydrated","6"
"1017","1017","Sauce, barbecue, ready-to-serve","6"
"1025","1025","Sauce, salsa, ready-to-serve","6"
"1026","1026","Sauce, white, thin, 2% milk, homemade","6"
"1027","1027","Sauce, white, medium, 2% milk, homemade","6"
"1028","1028","Sauce, white, thick, homemade","6"
"1029","1029","Sauce, pepper or hot, ready-to-serve","6"
"1030","1030","Sauce, pepper, TABASCO, ready-to-serve","6"
"1046","1046","Soup, cream, asparagus, canned, condensed, water added","6"
"1047","1047","Soup, bean with bacon, canned, condensed, water added","6"
"1049","1049","Soup, beef noodle, canned, condensed, water added","6"
"1050","1050","Soup, cream, celery, canned, condensed, water added","6"
"1051","1051","Soup, cheddar cheese, canned, condensed, water added","6"
"1052","1052","Soup, broth, chicken, canned, condensed, water added","6"
"1053","1053","Soup, cream, chicken, canned, condensed, water added","6"
"1054","1054","Soup, chicken gumbo, canned, condensed, water added","6"
"1055","1055","Soup, chicken noodle, canned, condensed, water added","6"
"1056","1056","Soup, chicken rice, canned, condensed, water added","6"
"1057","1057","Soup, chicken vegetable, canned, condensed, water added","6"
"1060","1060","Soup, broth (consomme), beef, canned, condensed, water added","6"
"1061","1061","Soup, minestrone, canned, condensed, water added","6"
"1062","1062","Soup, mushroom barley, canned, condensed, water added","6"
"1063","1063","Soup, cream, mushroom, canned, condensed, water added","6"
"1064","1064","Soup, onion, canned, condensed, water added","6"
"1065","1065","Soup, cream, onion, canned, condensed, water added","6"
"1067","1067","Soup, cream, potato, canned, condensed, water added","6"
"1068","1068","Soup, scotch broth, canned, condensed, water added","6"
"1071","1071","Soup, tomato rice, canned, condensed, water added","6"
"1075","1075","Soup, vegetable with beef broth, canned, condensed, water added","6"
"1076","1076","Soup, cream, asparagus, dehydrated, water added","6"
"1077","1077","Soup, bean with bacon, dehydrated, water added","6"
"1078","1078","Soup, broth, beef, dehydrated, water added","6"
"1079","1079","Soup, broth, beef, cubed, dehydrated, water added","6"
"1080","1080","Soup, beef noodle, dehydrated, water added","6"
"1081","1081","Soup, cauliflower, dehydrated, water added","6"
"1082","1082","Soup, cream, celery, dehydrated, water added","6"
"1083","1083","Soup, broth, chicken, dehydrated, water added","6"
"1084","1084","Soup, broth, chicken, cubed, dehydrated, water added","6"
"1085","1085","Soup, cream, chicken, dehydrated, water added","6"
"1086","1086","Soup, chicken rice, dehydrated, water added","6"
"1087","1087","Soup, chicken vegetable, dehydrated, water added","6"
"1088","1088","Soup, consomme, dehydrated, water added","6"
"1089","1089","Soup, leek, dehydrated, water added","6"
"1090","1090","Soup, minestrone, dehydrated, water added","6"
"1091","1091","Soup, mushroom, dehydrated, water added","6"
"1092","1092","Soup, oxtail, dehydrated, water added","6"
"1093","1093","Soup, pea, green or split, dehydrated, water added","6"
"1094","1094","Soup, tomato, dehydrated, water added","6"
"1095","1095","Soup, tomato vegetable, dehydrated, water added","6"
"1096","1096","Soup, vegetable beef, dehydrated, water added","6"
"1097","1097","Soup, cream, vegetable, dehydrated, water added","6"
"1108","1108","Soup, chicken noodle, dehydrated, water added","6"
"1116","1116","Soup, pea, green, canned, condensed","6"
"1117","1117","Soup, split pea with ham, ready-to-serve","6"
"1118","1118","Soup, split pea with ham, canned, condensed","6"
"1119","1119","Soup, vegetable with beef (and barley), canned, condensed","6"
"1120","1120","Soup, onion, dehydrated","6"
"1121","1121","Soup, tomato, canned, condensed","6"
"1124","1124","Soup, pea, green, canned, condensed, water added","6"
"1125","1125","Soup, split pea with ham, canned, condensed, water added","6"
"1126","1126","Soup, vegetable with beef (and barley), canned, condensed, water added","6"
"1127","1127","Soup, onion, dehydrated, water added","6"
"1128","1128","Soup, tomato, canned, condensed, water added","6"
"1130","1130","Sauce, steak, tomato based, ready-to-serve","6"
"1131","1131","Sauce, tartar, ready-to-serve","6"
"1133","1133","Sauce, worcestershire, ready-to-serve","6"
"1135","1135","Sauce, mustard, brown, ready-to-serve","2"
"1139","1139","Sausage, Beerwurst, beer salami, pork","7"
"1140","1140","Sausage, Bockwurst, pork/veal, with milk and eggs, raw","7"
"1142","1142","Sausage, Brotwurst,  pork, beef, with nonfat dry milk","7"
"1143","1143","Wiener (cheesefurter), cheddar smokie","7"
"1144","1144","Chicken spread, canned","7"
"1147","1147","Wiener (frankfurter), turkey","7"
"1148","1148","Deli-meat, ham, cooked, sliced","7"
"1151","1151","Deli-meat, sandwich spread, ham","7"
"1152","1152","Sausage, Italian, pork, raw","7"
"1153","1153","Sausage, Knackwurst (knockwurst), raw","7"
"1154","1154","Deli-meat, roast beef, cooked, sliced","7"
"1157","1157","Deli-meat, olive loaf, pork","7"
"1158","1158","Deli-meat, pastrami, turkey, sliced","7"
"1159","1159","Pâté, chicken liver, canned","7"
"1160","1160","Pâté de foie gras, (goose liver pate), smoked, canned","7"
"1161","1161","Pâté, liver, unspecified meat, canned","7"
"1164","1164","Sandwich spread, chicken and/or turkey","7"
"1166","1166","Deli-meat, sandwich spread, unspecified meat","7"
"1167","1167","Sausage, smoked, pork, pre-cooked","7"
"1171","1171","Deli-meat, thuringer, cervelat, beef and pork","7"
"1172","1172","Deli-meat, turkey breast, cooked, sliced","7"
"1174","1174","Sausage, Vienna (cocktail), canned, chicken, beef and pork","7"
"1175","1175","Sausage, Italian, pork, cooked","7"
"1178","1178","Sausage, blood sausage (blood pudding), raw","7"
"1179","1179","Deli-meat, bologna (baloney), beef","7"
"1182","1182","Sausage, Bratwurst, pork, cooked","7"
"1183","1183","Sausage, Braunschweiger (liver sausage with bacon), pork","7"
"1184","1184","Deli-meat, Dutch loaf, old fashioned, pork and beef","7"
"1185","1185","Wiener (frankfurter), beef","7"
"1187","1187","Wiener (frankfurter), chicken","7"
"1190","1190","Deli-meat, headcheese, pork","7"
"1192","1192","Liver sausage, liverwurst, pork","7"
"1196","1196","Deli-meat, pickle and pimiento loaf, pork","7"
"1198","1198","Sausage, breakfast links or rounds, pork, raw","7"
"1199","1199","Sausage, breakfast links or rounds, pork, cooked","7"
"1200","1200","Deli-meat, salami, cooked, beef","7"
"1202","1202","Deli-meat, salami, cooked, turkey","7"
"1207","1207","Deli-meat, chicken, cooked, sliced","7"
"1212","1212","Deli-meat, mock chicken loaf","7"
"1216","1216","Deli-meat, bologna (baloney), chicken","7"
"1217","1217","Sausage, ham, pre cooked","7"
"1220","1220","Deli-meat, chicken breast, cooked, extra lean","7"
"1222","1222","Cereal, ready to eat, granola, homemade","8"
"1223","1223","Grains, wheat germ, toasted, plain","20"
"1224","1224","Cereal, hot, cream of rice, dry","8"
"1225","1225","Cereal, hot, cream of rice, cooked","8"
"1228","1228","Cereal, hot, corn grits (yellow), dry","8"
"1229","1229","Cereal, hot, corn grits (yellow), cooked","8"
"1230","1230","Cereal, ready to eat, Alpen (muesli), Weetabix","8"
"1231","1231","Cereal, ready to eat,  Alpha-bits, Post","8"
"1232","1232","Cereal, ready to eat, 'All Bran' Bran Flakes, Kellogg's","8"
"1235","1235","Cereal, ready to eat, Count Chocula, General Mills","8"
"1236","1236","Cereal, ready to eat, Crispix, Kellogg's","8"
"1238","1238","Cereal, ready to eat, Selects: Blueberry Almond Crunch, Post","8"
"1239","1239","Cereal, ready to eat, Selects: Date and Raisin Pecan Crunch, Post","8"
"1240","1240","Cereal, ready to eat, Harvest Crunch: original, Quaker","8"
"1242","1242","Cereal, ready to eat, Corn Flakes, Kellogg's","8"
"1244","1244","Cereal, ready to eat, Muffets, Quaker","8"
"1247","1247","Cereal, ready to eat, Shreddies, Post","8"
"1248","1248","Cereal, ready to eat, Froot Loops, Kellogg's","8"
"1249","1249","Cereal, ready to eat, Weetabix, Weetabix","8"
"1251","1251","Cereal, ready to eat, Golden Grahams, General Mills","8"
"1253","1253","Cereal, ready to eat, Grape-nuts, Post","8"
"1256","1256","Cereal, ready to eat, Cheerios: honey nut, General Mills","8"
"1257","1257","Cereal, ready to eat, Honeycomb, Post","8"
"1258","1258","Cereal, ready to eat, Life, Quaker","8"
"1259","1259","Cereal, ready to eat, Lucky Charms, General Mills","8"
"1260","1260","Cereal, ready to eat, 100% Bran, Post","8"
"1262","1262","Cereal, ready to eat, Cinnamon Toast Crunch, General Mills","8"
"1263","1263","Cereal, ready to eat, Fibre 1, General Mills","8"
"1264","1264","Cereal, ready to eat, Just Right, Kellogg's","8"
"1265","1265","Cereal, ready to eat, Rice Krispies, Kellogg's","8"
"1266","1266","Cereal, ready to eat, Puffed Rice, unsweenened, Quaker","8"
"1267","1267","Cereal, ready to eat, Special K, Kellogg's","8"
"1268","1268","Cereal, ready to eat, Corn Pops, Kellogg's","8"
"1269","1269","Cereal, ready to eat, Frosted Flakes, Kellogg's","8"
"1270","1270","Cereal, ready to eat, Sugar Crisp, Post","8"
"1271","1271","Cereal, ready to eat, Life Multigrains, Quaker","8"
"1275","1275","Cereal, ready to eat, Oatmeal Squares, Quaker","8"
"1276","1276","Cereal, ready to eat, Shredded Wheat'n Bran: spoon size, Post","8"
"1278","1278","Cereal, ready to eat, Puffed Wheat, Quaker","8"
"1279","1279","Cereal, ready to eat, Shredded Wheat, Post","8"
"1280","1280","Cereal, ready to eat, Shredded Wheat: spoon size, Post","8"
"1291","1291","Cereal, ready to eat, Breakfast O's, Barbara's Bakery","8"
"1292","1292","Cereal, ready to eat, Brown Rice Crisps, Barbara's Bakery","8"
"1293","1293","Cereal, ready to eat, Cheerios: Apple Cinnamon, General Mills","8"
"1295","1295","Cereal, ready to eat, Cheerios: multigrain, General Mills","8"
"1300","1300","Cereal, ready to eat, corn flakes, Barbara's Bakery","8"
"1301","1301","Cereal, ready to eat, Corn Flakes, President's Choice","8"
"1303","1303","Cereal, ready to eat, fruit juice sweetened corn flakes, Nature's Path","8"
"1305","1305","Cereal, ready to eat, Corn flakes, Honey'd, Nature's Path","8"
"1314","1314","Cereal, ready to eat, Honey Bunches of Oats (Honey Roasted), Post","8"
"1317","1317","Cereal, ready to eat, Fibre First Multibran, Blue Menu, President's Choice","8"
"1325","1325","Cereal, ready to eat, Flax Plus Red Berry Crunch, Nature's Path","8"
"1326","1326","Cereal, ready to eat, Granola: Blueberry, light, Rogers","8"
"1327","1327","Cereal, ready to eat, Granola: Maple raisin, light, Rogers","8"
"1328","1328","Cereal, ready to eat, Granola: Raspberry almond, light, Rogers","8"
"1331","1331","Cereal, ready to eat, Flax Plus Pumpkin Raisin Crunch, Nature's Path","8"
"1332","1332","Cereal, ready to eat, Granola: Apples 'n cinnamon, Rogers","8"
"1333","1333","Cereal, ready to eat, Granola: with raisins, Rogers","8"
"1334","1334","Cereal, ready to eat, Granola: with almonds, Rogers","8"
"1335","1335","Cereal, ready to eat, Harvest Crunch: Honey Nut, Light and Crisp, Quaker","8"
"1336","1336","Cereal, ready to eat, Harvest Crunch: Raisins with almonds, low fat, Quaker","8"
"1337","1337","Cereal, ready to eat, Harvest Crunch: Raisins and almonds, Quaker","8"
"1338","1338","Cereal, ready to eat, Heritage Flakes, Nature's Path","8"
"1339","1339","Cereal, ready to eat, Heritage O's, Nature's Path","8"
"1344","1344","Cereal, ready to eat, Honey Bunches of Oats with almonds, Post","8"
"1348","1348","Cereal, ready to eat, Kashi: puffed, Kashi","8"
"1350","1350","Cereal, ready to eat, Blueberry Muesli with Almonds, Nature's Path","8"
"1353","1353","Cereal, ready to eat, Heritage Muesli, Nature's Path","8"
"1360","1360","Cereal, ready to eat, Muslix: various flavours, Kellogg's","8"
"1367","1367","Cereal, ready to eat, Oatmeal Crisp. various flavours, (almond, maple nut, raisin, triple berry, vanilla almond), General Mills","8"
"1372","1372","Cereal, ready to eat, Raisin Bran, Kellogg's","8"
"1374","1374","Cereal, ready to eat, Raisin Bran: Loads of Raisins, President's Choice","8"
"1375","1375","Cereal, ready to eat, Flax plus Raisin Bran, Nature's Path","8"
"1378","1378","Cereal, ready to eat, Reese Puffs (Peanut butter), General Mills","8"
"1380","1380","Cereal, ready to eat, Shredded Spoonfuls, Barbara's Bakery","8"
"1381","1381","Cereal, ready to eat, Shredded Wheat, Barbara's Bakery","8"
